hip,ra_deg,dec_deg,v_mag,b_v
52959,162.47386097,27.97394802,6.05,0.399
52965,162.48757429,-34.05818289,5.61,0.038
52980,162.57523422,-8.89776272,5.80,0.156
53035,162.77253537,-3.09266719,5.95,1.475
53043,162.79587316,56.58225004,5.66,1.132
53064,162.84884839,59.32011925,5.57,1.160
53100,162.94531342,-57.27231479,6.29,0.226
53141,163.05705310,1.02497275,6.37,0.087
53151,163.11929867,-79.55943690,6.36,1.460
53154,163.12852238,-57.24040555,5.26,0.130
53157,163.13357506,52.50360505,6.44,1.114
53167,163.15038338,-0.20165656,6.31,1.503
53229,163.32793791,34.21487113,3.79,1.040
53231,163.33819744,-58.89345341,6.26,-0.104
53240,163.35400967,-2.25520885,6.12,0.913
53252,163.37304867,-20.13873126,5.23,0.480
53253,163.37356736,-58.85317080,3.78,0.945
53257,163.37794438,69.85388101,5.91,1.010
53259,163.38709840,-15.44582473,6.34,1.176
53260,163.38918582,-56.42050086,6.45,1.392
53261,163.39354800,54.58512839,5.12,1.355
53272,163.42532245,-70.72033664,5.99,-0.020
53273,163.43213446,-2.12920503,5.45,0.966
53295,163.49475762,43.18995600,4.66,-0.039
53316,163.57407115,-13.75803566,5.65,0.832
53334,163.62334783,-61.82662225,5.95,1.736
53355,163.67570132,25.49072234,6.19,0.291
53377,163.74241439,34.03479771,5.73,1.032
53379,163.75418407,-42.25109806,6.08,-0.061
53387,163.79821738,-20.66496307,6.45,1.098
53394,163.82175099,-60.51700334,5.93,1.065
53411,163.86337088,-43.02052812,6.40,0.068
53417,163.90332353,24.74971832,4.30,0.016
53423,163.92665470,0.73692240,5.91,0.425
53426,163.93493512,33.50692868,5.02,1.101
53449,164.00612440,6.18537083,5.91,1.256
53465,164.06049400,42.00815502,6.03,1.123
53472,164.07021981,22.35168252,6.17,1.549
53492,164.14344959,25.50024371,6.36,1.036
53502,164.17937983,-37.13776550,4.60,1.006
53530,164.28269699,-50.76501766,5.90,0.173
53546,164.31575215,-75.09976150,6.16,1.531
53556,164.33407941,-69.03805519,6.48,0.000
53589,164.45078209,-59.73219037,6.36,0.840
53699,164.80725302,-33.73759504,5.70,0.374
53701,164.80837899,-61.32073939,6.16,-0.064
53702,164.80736504,-84.59389297,6.19,0.100
53706,164.82447756,51.88235877,6.22,1.352
53721,164.86655706,40.43025685,5.03,0.624
53723,164.87886586,-16.35370137,5.88,1.600
53726,164.88661430,36.09309993,5.99,1.595
53740,164.94360292,-18.29878342,4.08,1.079
53761,164.98677170,77.77017427,6.18,0.966
53762,164.99740918,-43.80711051,5.81,-0.064
53771,165.03449364,-51.81779962,6.15,0.188
53773,165.03859980,-42.22585865,4.37,0.116
53778,165.04872344,-14.08336831,5.86,1.501
53781,165.06126766,45.52627652,5.47,1.466
53791,165.08615152,42.91172391,6.03,0.584
53798,165.10647820,51.50210142,6.41,1.007
53807,165.14020255,3.61749404,4.84,1.144
53811,165.15103682,-53.11183121,6.44,1.280
53818,165.16992977,-31.83936854,6.06,0.527
53824,165.18667670,6.10144936,4.98,0.166
53838,165.21008032,39.21209217,5.06,0.255
53849,165.23912113,-15.79268185,6.35,1.172
53860,165.27358119,63.42111001,6.38,0.169
53907,165.45697703,-2.48458482,4.73,1.593
53910,165.46031999,56.38242679,2.34,0.033
53940,165.55771331,-41.11414526,6.48,1.474
53954,165.58239669,20.17984193,4.42,0.053
53963,165.60188907,-26.83150542,6.21,0.307
54027,165.81058588,-0.75234450,6.12,0.269
54029,165.81199837,-11.30346957,5.51,0.938
54030,165.81690138,-31.96084919,6.44,1.616
54038,165.86410412,70.03074024,6.44,1.280
54048,165.90223291,-13.43492019,6.34,0.860
54049,165.90246771,-0.00083295,5.95,1.218
54061,165.93195289,61.75103320,1.81,1.061
54082,166.00095127,-57.95533121,6.16,-0.167
54136,166.13010890,38.24136481,6.01,0.165
54137,166.13000481,-47.67910348,5.67,0.256
54173,166.22580794,-35.80467818,5.43,0.021
54182,166.25428061,7.33600733,4.62,0.332
54185,166.26712898,-49.39229904,6.11,-0.019
54204,166.33294757,-27.29361236,4.92,0.369
54214,166.39164556,-11.08890064,6.09,0.301
54255,166.48987494,-27.28785339,5.69,-0.067
54264,166.52391937,-51.21292014,6.28,0.943
54289,166.60105127,-64.83997211,6.39,0.114
54291,166.61464322,-50.95672526,6.31,1.156
54294,166.62203386,-58.67502160,6.07,1.210
54301,166.63511623,-62.42411328,4.62,0.988
54319,166.68345319,17.73736382,6.40,1.555
54327,166.70787073,-70.87793034,5.58,-0.070
54336,166.72586366,1.95552542,5.52,0.955
54360,166.81954551,-42.63868131,5.15,0.029
54380,166.89221505,-48.63998209,6.44,1.486
54388,166.91543817,23.32376220,6.48,0.164
54430,167.06573512,-29.97248641,6.47,0.029
54461,167.14166004,-61.94717476,5.11,0.195
54463,167.14745809,-58.97503690,3.93,1.225
54477,167.18333063,-28.08067053,5.43,0.069
54487,167.20454419,24.65846458,5.70,0.081
54522,167.32950037,36.30937897,5.71,1.400
54537,167.41041963,43.20773599,5.89,1.564
54539,167.41586845,44.49848682,3.00,1.144
54540,167.41577570,67.21020841,6.07,0.225
54561,167.47247300,-32.36752862,5.79,0.027
54673,167.87308655,-71.43618898,6.34,1.373
54682,167.91453864,-22.82584719,4.46,0.025
54688,167.93231687,14.40015294,6.30,0.209
54703,167.99100049,-26.80611371,6.43,0.924
54708,168.01475244,-58.42335559,6.24,1.495
54718,168.04250564,-46.26676106,6.27,0.155
54721,168.04558025,68.27186982,6.40,0.127
54725,168.06162591,-32.43379299,6.35,1.683
54742,168.12655101,-18.49986246,6.11,-0.004
54745,168.13479495,35.81408028,6.41,0.600
54746,168.13773828,-49.10099614,5.37,0.175
54749,168.14500061,-21.74933930,6.39,1.381
54751,168.15005395,-60.31762504,4.59,0.541
54767,168.18836538,-64.16976981,5.22,-0.082
54783,168.23631809,-49.73608991,6.12,1.055
54811,168.31118918,-44.37221614,5.77,1.661
54829,168.37826033,-59.61931809,5.74,-0.106
54840,168.41414038,-53.23181261,5.75,1.309
54842,168.41705077,41.08883655,6.33,1.150
54849,168.43980008,-0.06950193,5.40,-0.020
54863,168.50764182,8.06069550,5.79,1.128
54872,168.52708898,20.52371682,2.56,0.128
54879,168.56002157,15.42957019,3.33,-0.003
54929,168.72550214,-43.73370302,6.22,1.606
54951,168.80095415,23.09550224,4.56,1.657
55003,168.92812102,-57.35588244,6.42,0.098
55016,168.96624936,13.30757811,5.31,1.189
55068,169.11593070,-45.88001229,6.30,0.403
55084,169.16542031,-3.65160104,4.45,0.210
55086,169.17437341,49.47625028,5.88,1.102
55106,169.24240596,-7.13468897,6.11,0.211
55130,169.30003503,-38.01436689,6.24,0.105
55133,169.30968614,-41.93432582,6.46,0.015
55137,169.32250147,2.01055585,5.18,1.511
55140,169.32934825,-67.82351541,6.06,1.753
55164,169.41192914,-34.73734802,6.44,0.408
55219,169.61973665,33.09430567,3.49,1.400
55225,169.64330762,-79.66865112,6.35,0.266
55249,169.72899669,1.65039473,5.90,1.040
55266,169.78292083,38.18555675,4.76,0.113
55280,169.81847530,-64.58249071,5.99,0.471
55282,169.83519815,-14.77854140,3.56,1.112
55308,169.90219335,-75.14245203,6.26,-0.016
55332,169.96146509,-72.95829099,6.46,0.004
55350,170.01715161,-71.99433735,6.41,0.019
55412,170.22405955,67.10073389,6.20,1.018
55425,170.25169486,-54.49101930,3.90,-0.157
55434,170.28414306,6.02932171,4.05,-0.058
55485,170.45537000,57.07485726,6.43,0.161
55497,170.48706755,-77.60836875,6.43,0.202
55528,170.59629284,-44.64592458,6.10,0.926
55560,170.70660064,43.48270299,4.99,0.998
55564,170.71351891,64.33051284,6.02,0.085
55581,170.78388176,-56.77935463,5.82,-0.004
55588,170.80284646,-36.16476935,5.00,1.464
55595,170.82479568,0.13204988,6.05,1.464
55597,170.83916782,-64.95471433,5.09,-0.061
55598,170.84118303,-18.77997340,5.08,0.439
55642,170.98105130,10.52950862,4.00,0.423
55645,170.98564834,-57.88043734,6.50,1.504
55650,171.00969638,1.40776545,5.39,0.938
55657,171.04636355,-72.25660787,5.55,0.017
55667,171.09189196,-42.66910201,6.13,-0.175
55687,171.15246271,-10.85932331,4.81,1.556
55705,171.22051587,-17.68400965,4.06,0.216
55716,171.24552556,11.43029179,5.80,1.376
55756,171.37272200,-36.06306236,5.21,0.979
55763,171.38790532,-37.74757549,5.87,1.503
55765,171.40155647,16.45653870,5.58,0.390
55779,171.42977593,-63.97247496,5.18,0.495
55791,171.45856015,3.86010978,6.35,0.345
55797,171.48795635,55.85045922,5.73,0.988
55821,171.60649421,33.45060766,6.33,0.454
55831,171.64757397,-61.11516697,5.22,-0.077
55846,171.68883963,3.01310203,6.49,0.778
55849,171.69693753,-53.15991503,5.80,0.517
55874,171.78965240,-12.35674920,5.93,0.490
55941,171.97379236,-1.69994578,6.23,1.037
55945,171.98433339,2.85626541,4.95,1.000
55953,171.99446531,-35.32884936,6.44,1.614
55979,172.07672005,-72.47397701,6.09,0.101
56000,172.14616551,-42.67420277,5.14,-0.028
56034,172.26717462,39.33697448,5.30,0.019
56035,172.26901255,61.77836788,5.83,0.382
56050,172.31306584,-63.55393753,6.45,0.320
56078,172.41089999,-24.46401116,5.77,0.067
56080,172.42435637,15.41326947,5.74,1.371
56083,172.43151700,56.73757310,6.29,0.157
56127,172.57872236,-3.00350053,4.77,1.529
56135,172.60343797,46.65753309,6.30,1.265
56146,172.62096155,18.40980153,5.54,1.056
56148,172.62971407,43.17324213,5.94,0.524
56170,172.72062252,47.92891774,6.40,0.879
56201,172.81268707,-61.27846302,6.28,0.473
56211,172.85091870,69.33107594,3.82,1.613
56242,172.93727137,14.36450503,6.27,0.570
56243,172.94195189,-59.44206107,5.07,1.026
56245,172.94813145,-20.77647182,6.24,0.537
56250,172.95333258,-59.51564769,5.12,0.432
56253,172.96055629,81.12725707,6.12,0.264
56280,173.06834950,-29.26102254,4.93,0.540
56287,173.08331792,-66.96182352,5.89,1.136
56290,173.08641605,61.08252044,5.46,0.515
56293,173.09701368,-26.74680520,6.15,1.670
56318,173.19806955,-7.82752333,5.94,1.380
56319,173.20034039,-40.43619379,5.64,1.578
56332,173.22554373,-31.08722570,5.13,1.581
56343,173.25048102,-31.85762516,3.54,0.947
56364,173.31176289,-16.28038073,6.05,0.590
56388,173.40144440,2.49903357,6.49,1.601
56391,173.40499826,-40.58663740,5.39,0.117
56410,173.48451595,36.81561423,6.38,1.057
56445,173.59145789,3.06016548,5.76,0.480
56452,173.62286277,-32.83133965,5.96,0.811
56473,173.67704789,16.79691495,5.95,-0.156
56480,173.69023525,-54.26409123,4.62,-0.077
56497,173.73687806,-49.13649014,5.50,1.041
56500,173.74543629,-4.36129152,6.43,1.167
56508,173.76564131,20.44154534,6.45,1.010
56510,173.77044930,54.78541888,5.63,1.032
56518,173.80534431,-47.37257977,5.64,1.682
56550,173.92639801,-61.28787033,6.23,0.131
56561,173.94535319,-63.01984158,3.11,-0.044
56573,173.98160491,-47.64164272,5.26,0.257
56583,174.01165125,69.32295251,5.19,0.974
56601,174.07480801,27.78135085,5.80,0.248
56606,174.09318893,-61.05243308,5.84,-0.102
56620,174.14560379,-33.57005728,5.71,1.020
56632,174.16967991,-37.23718656,6.30,0.062
56633,174.17047243,-9.80224683,4.70,-0.073
56647,174.23721090,-0.82374868,4.30,0.983
56656,174.25218591,-61.28344222,5.14,1.105
56657,174.25507133,-32.98818394,6.32,0.439
56675,174.31514768,-75.89654386,5.64,0.362
56700,174.39162786,-47.74730936,5.46,1.230
56716,174.42632313,77.59569891,6.49,1.610
56727,174.45157639,-67.62037903,5.94,1.013
56731,174.47085194,50.61821070,6.14,1.068
56754,174.53039693,-61.82656332,5.15,-0.040
56756,174.54096297,8.88379173,6.18,1.081
56769,174.58484224,-63.37274719,6.46,0.043
56770,174.58570798,43.62542859,5.56,0.348
56775,174.60028412,-2.43590128,6.22,1.119
56779,174.61503182,8.13429851,5.24,1.499
56784,174.63467622,33.62582922,6.29,1.325
56789,174.63963721,46.83420919,6.09,0.401
56802,174.66673637,-13.20194292,5.48,0.520
56809,174.68708696,45.10841554,6.29,0.566
56816,174.70473972,64.34696553,6.49,0.154
56830,174.75184154,-24.72109294,6.40,0.821
56862,174.87330432,-65.39776594,5.01,0.804
56899,174.95972649,-16.62022945,6.17,1.579
56901,174.96300616,-14.46852948,6.21,-0.007
56922,175.05328812,-34.74465977,4.70,-0.070
56944,175.11429015,57.97040442,6.35,-0.092
56961,175.15418011,-62.56810194,6.32,0.029
56970,175.17700623,-53.96860677,5.95,1.670
56975,175.19611376,21.35272958,5.26,0.984
56986,175.22347484,-62.09010138,4.93,1.111
56996,175.25544841,-83.09993689,6.32,1.080
56997,175.26256384,34.20163549,5.31,0.723
57001,175.28499765,-29.19627393,6.44,0.651
57013,175.33245880,-43.09566688,5.54,0.044
57029,175.39274676,31.74605794,5.73,0.440
57045,175.43123808,55.17201108,6.28,1.491
57047,175.43311897,-32.49940360,5.20,1.475
57079,175.51470262,-20.29416752,6.21,0.949
57092,175.56216189,-75.22731710,6.48,0.528
57111,175.61817278,66.74490614,5.32,1.267
57137,175.72888838,-79.30638929,6.38,0.894
57165,175.86328021,-37.19015528,5.98,1.449
57175,175.87996844,-62.48939579,5.00,0.784
57211,175.97017282,-62.87827998,6.10,0.063
57214,175.97966887,-6.67716207,6.05,0.960
57240,176.05484602,25.21832748,6.02,1.533
57283,176.19073179,-18.35067436,4.71,0.958
57322,176.30264943,-49.06984298,6.26,1.174
57328,176.32099986,8.25811933,4.84,0.174
57363,176.40174608,-66.72876272,3.63,0.160
57371,176.43320334,-45.69013378,5.28,-0.118
57380,176.46482927,6.52937639,4.04,1.501
57399,176.51255835,47.77940596,3.69,1.181
57439,176.62842737,-61.17839852,4.11,0.895
57443,176.62946664,-40.50035391,4.89,0.664
57477,176.73176038,55.62819013,5.27,1.276
57497,176.77937515,-35.90686201,6.16,0.952
57507,176.81586744,-30.28651020,6.48,0.681
57512,176.82975502,-57.69649852,5.42,1.664
57562,176.97875158,8.24589485,5.31,0.038
57565,176.99639971,20.21893139,4.50,0.547
57581,177.06056259,-66.81491035,4.75,1.522
57587,177.09786352,-10.31310458,6.24,0.585
57606,177.16128540,14.28420986,5.90,0.303
57613,177.18784426,-26.74977722,5.10,1.594
57629,177.25534131,-0.31866969,6.15,0.518
57632,177.26490656,14.57206032,2.14,0.090
57646,177.31161861,16.24288176,6.05,0.278
57669,177.42110152,-63.78847827,4.30,-0.149
57670,177.42381241,34.93175799,5.73,0.467
57696,177.48589142,-70.22579056,4.98,1.360
57732,177.58168239,-15.86366663,6.13,0.947
57741,177.61365513,-62.64938114,5.68,0.233
57749,177.65492518,-27.27793610,6.48,0.980
57757,177.67382733,1.76471793,3.59,0.518
57779,177.73058870,12.27903727,6.37,0.294
57791,177.75929723,-5.33333191,5.62,1.058
57803,177.78621542,-45.17347045,4.47,1.283
57805,177.78962673,33.37501333,6.25,0.345
57819,177.84123966,-12.18781120,6.34,0.410
57841,177.92337377,-30.83480862,5.85,0.554
57851,177.96343775,-65.20591037,4.89,-0.123
57870,178.04283106,-56.98774142,5.56,0.069
57936,178.22716875,-33.90812431,4.29,-0.100
57939,178.24487003,37.71867881,6.42,0.754
57971,178.36170690,-35.06664526,6.17,0.089
58001,178.45769772,53.69476008,2.41,0.044
58002,178.45948851,0.55211436,6.31,0.207
58041,178.54792108,-57.41019818,6.05,0.050
58057,178.60755915,-37.74893485,6.46,0.528
58082,178.67724782,-25.71388748,5.26,0.883
58085,178.68599618,-66.37619845,6.38,0.406
58103,178.75004723,-63.27918021,5.89,0.210
58110,178.76305651,8.44394309,5.58,0.937
58119,178.80856578,36.75637790,6.47,1.581
58158,178.91721519,-28.47710282,5.93,1.499
58159,178.91889025,15.64681778,5.53,0.116
58177,178.97821281,-39.68951701,6.13,1.010
58181,178.99339944,56.59855974,5.83,1.101
58188,179.00397320,-17.15082863,5.17,-0.022
58242,179.18298173,-47.07237954,6.26,0.407
58259,179.22181578,61.54921341,6.22,0.955
58272,179.26560711,-33.31546137,6.20,-0.044
58326,179.41669934,-62.44874839,5.59,-0.152
58369,179.52989114,32.27390708,6.42,0.331
58379,179.56343546,-56.31731019,5.44,-0.062
58427,179.69858625,-64.33956043,5.59,0.174
58436,179.72655936,-25.90885745,6.42,0.038
58445,179.76390602,0.53068001,6.18,1.257
58450,179.78904386,-10.47589591,6.49,1.450
58452,179.79450174,-45.83222050,6.36,-0.081
58453,179.79526174,-51.69676091,6.04,1.277
58460,179.82307348,33.16700381,5.95,1.153
58469,179.85674355,-62.83094770,6.34,0.317
58484,179.90655602,-78.22183894,4.88,-0.054
58510,179.98713487,3.65519684,5.36,-0.001
58512,179.98906911,34.03474766,6.49,0.243
58545,180.07751328,80.85318602,6.21,1.610
58574,180.17592837,-21.83750068,6.28,1.220
58576,180.18521444,-10.44601399,5.54,0.760
58587,180.21316494,-19.65898222,5.28,-0.192
58590,180.21829228,6.61432243,4.65,0.122
58603,180.25724270,-1.76816598,6.32,1.204
58642,180.37163747,-57.50377740,6.16,-0.004
58654,180.41447124,36.04208556,5.59,1.019
58684,180.52828039,43.04560048,5.22,0.283
58697,180.58434943,-85.63175710,6.05,1.290
58706,180.61862874,-71.48898152,6.41,1.163
58720,180.65705242,-69.19228781,5.89,-0.080
58741,180.71525220,-7.68362279,6.24,1.492
58758,180.75625427,-63.31293012,4.32,0.280
58803,180.91487728,-42.43405656,5.15,0.417
58809,180.93517670,5.55775004,6.39,0.476
58810,180.93544451,-74.21409655,6.44,1.198
58858,181.06915879,21.45915255,5.89,0.248
58859,181.06959998,-51.47251780,6.48,-0.046
58867,181.08006469,-63.16571096,4.72,-0.081
58874,181.11713353,85.58713217,6.27,0.560
58884,181.16202138,-68.32891229,5.34,-0.012
58901,181.18854387,-59.25328683,6.30,-0.034
58905,181.19362424,-76.51906090,5.04,1.491
58921,181.23840012,-60.96825207,5.95,1.691
58948,181.30224822,8.73298544,4.12,0.967
58952,181.31299084,76.90573364,5.78,1.029
58989,181.41541786,62.93312018,6.14,1.178
59003,181.47341426,-65.54687882,6.30,0.152
59008,181.48610851,-35.69392562,6.23,-0.073
59010,181.49922714,-3.13159079,6.37,0.997
59021,181.52164675,-32.96123122,6.49,0.623
59046,181.58302210,-68.65140477,6.23,1.237
59050,181.59587791,-65.70945316,5.95,0.613
59072,181.72041450,-64.61373010,4.14,0.353
59151,181.95781238,-75.36701895,5.17,1.278
59173,182.02177064,-50.66127833,4.46,-0.163
59184,182.06130175,-48.69248740,5.34,-0.010
59196,182.08958257,-50.72242559,2.58,-0.128
59199,182.10340415,-24.72887552,4.02,0.334
59200,182.10305239,-60.84712785,6.22,1.733
59229,182.22416765,-44.32598898,5.75,0.240
59232,182.22745306,-41.23160462,5.51,-0.097
59285,182.42212449,1.89788932,5.95,1.120
59291,182.44613647,74.66136811,6.34,0.511
59307,182.51062185,-34.70474164,6.16,0.030
59309,182.51424147,5.80700798,5.72,0.352
59316,182.53116941,-22.61976647,3.02,1.326
59352,182.63178555,16.80927082,6.40,0.070
59353,182.64090139,-37.87034895,6.07,0.190
59364,182.69206657,27.28150517,6.01,0.123
59384,182.74993897,81.70983258,6.00,1.618
59389,182.75508520,-68.26096638,6.48,1.352
59394,182.76599762,-23.60242256,5.45,0.055
59396,182.77127715,-61.27742478,6.08,0.398
59439,182.88118546,-51.35933338,6.23,0.816
59449,182.91296303,-52.36846029,3.97,-0.156
59458,182.93710662,57.05440824,6.34,1.505
59468,182.96323476,25.87028036,5.66,1.401
59489,183.00423657,28.53631278,6.47,0.428
59501,183.03870978,20.54206383,5.60,0.961
59504,183.04975767,77.61624147,5.14,0.358
59517,183.09158267,-62.95077315,5.91,0.253
59551,183.19591108,-70.15178729,6.05,1.780
59588,183.30392626,-34.12527241,6.34,1.449
59607,183.35431963,-38.92918780,5.77,-0.144
59608,183.35807694,10.26234107,5.85,0.262
59622,183.40335653,-33.79291874,6.34,0.071
59647,183.48526116,-78.57393461,6.34,1.234
59654,183.51123953,-45.72391939,5.31,1.400
59678,183.57052473,-64.40851872,6.20,0.075
59708,183.68087357,53.43462633,6.18,1.061
59728,183.74826316,-20.84421980,5.82,1.052
59742,183.77666643,-29.23725648,6.50,1.086
59746,183.78538163,70.20000795,5.72,1.179
59747,183.78631548,-58.74892785,2.79,-0.193
59750,183.79399044,-10.31240037,6.11,0.470
59767,183.83448432,87.70011546,6.27,0.346
59774,183.85650051,57.03261690,3.32,0.077
59785,183.87687167,-41.91327830,6.24,1.002
59796,183.92287721,72.55119651,6.29,1.145
59803,183.95154259,-17.54192947,2.58,-0.107
59819,184.00077619,14.89907059,5.09,0.068
59831,184.03145627,40.66018059,5.69,1.586
59847,184.08557527,23.94540896,4.93,0.957
59851,184.09921700,-72.61449962,6.21,-0.006
59856,184.12556927,33.06152670,4.99,1.140
59879,184.21390948,86.43581870,6.33,0.437
59895,184.26388583,-16.69373575,6.05,0.113
59898,184.27629556,-65.69295827,6.06,0.021
59920,184.37333228,53.19133076,5.80,1.330
59923,184.37739686,28.93718877,5.71,0.160
59929,184.39282008,-67.96073570,4.06,1.603
59941,184.43441763,15.14469958,6.36,1.384
59950,184.44693861,-36.09397944,6.15,0.008
60000,184.58676739,-79.31223982,4.24,-0.123
60009,184.60936896,-64.00307078,4.06,-0.168
60018,184.63175153,30.24904743,6.23,0.310
60030,184.66798999,-0.78718410,5.90,0.168
60044,184.70826319,75.16056077,5.47,0.054
60059,184.74898597,-55.14300207,5.01,1.600
60066,184.75843807,26.00834926,6.44,0.180
60087,184.82996938,23.03467310,6.26,0.177
60098,184.87302943,28.15691644,6.38,0.523
60122,184.95295953,48.98414850,5.28,1.623
60129,184.97648721,-0.66680331,3.89,0.026
60157,185.04486704,-22.17570028,5.94,0.824
60168,185.07396894,26.00187522,6.16,0.306
60170,185.08198562,26.61948257,5.52,1.091
60172,185.08742032,3.31257412,4.97,1.172
60183,185.11759507,-65.84265643,6.20,-0.041
60189,185.14017317,-22.21590122,5.20,-0.090
60197,185.17240107,27.05454536,6.32,0.394
60202,185.17927482,17.79286817,4.72,1.010
60210,185.20298102,15.54098761,6.47,1.025
60212,185.21201069,57.86411810,5.54,1.452
60221,185.23213642,-13.56572406,5.14,1.048
60260,185.34003859,-60.40114670,3.59,1.389
60305,185.48437059,47.18220225,6.33,1.115
60308,185.48928020,-56.37438547,5.91,1.533
60320,185.53057887,-67.52210533,5.15,0.195
60327,185.54511852,24.77386599,6.21,-0.012
60329,185.55012704,-68.30731574,5.73,1.038
60351,185.62630079,25.84616027,4.78,0.515
60353,185.63349510,5.30544437,6.46,0.567
60379,185.70596323,-57.67613186,5.38,-0.098
60417,185.80787042,-67.63154633,6.36,0.887
60418,185.81402375,-4.97450257,6.47,1.189
60421,185.82861320,-11.81211723,6.48,1.640
60425,185.83994174,-24.84066877,5.66,1.153
60449,185.89758302,-35.41267743,5.32,-0.066
60454,185.90309347,-39.30236026,6.39,0.285
60463,185.93643251,-38.91138084,5.79,-0.064
60467,185.94588382,42.54274356,6.03,0.366
60468,185.94928361,-30.33541512,6.39,1.572
60485,186.00622766,51.56225676,4.76,0.877
60514,186.07717582,26.09860576,5.17,0.082
60525,186.11168170,25.58240408,6.41,0.276
60549,186.18632698,-41.38428948,6.24,1.169
60584,186.26336830,56.77782798,5.82,1.622
60589,186.27651058,63.80278129,6.31,0.919
60591,186.28549305,-42.51431226,6.10,0.652
60595,186.29902391,-11.61059019,5.95,0.043
60599,186.31295474,23.92620187,6.03,1.094
60601,186.32305088,-65.76985309,6.29,0.965
60603,186.32671175,-27.74900214,6.09,1.272
60610,186.34056213,-35.18641672,5.71,-0.066
60638,186.40931312,-86.15061278,6.32,1.065
60646,186.46224376,39.01861603,5.01,0.955
60697,186.60026679,27.26823745,4.92,0.277
60699,186.60079452,71.92982709,6.33,1.028
60710,186.63232972,-51.45063539,4.82,-0.141
60718,186.64956584,-63.09909166,0.77,-0.243
60729,186.70059116,-48.91319073,6.25,0.674
60735,186.71537614,-32.83012078,5.56,0.007
60742,186.73446813,28.26842290,4.35,1.128
60746,186.74706880,26.82569917,4.98,0.088
60771,186.85344738,-63.78898627,6.02,0.052
60780,186.87015168,-58.31644546,6.35,1.612
60781,186.87024708,-58.99175634,5.38,1.543
60795,186.89626721,55.71272447,5.68,1.582
60804,186.92534120,8.61034404,6.36,0.935
60809,186.95602786,-16.63184366,6.30,0.868
60813,186.96478408,-4.61527688,6.23,0.430
60823,187.00992483,-50.23063496,3.91,-0.192
60851,187.08025912,-64.34098944,6.05,0.022
60855,187.09360135,-39.04117207,5.45,-0.073
60861,187.10702116,-61.79484194,6.21,1.253
60870,187.13997529,-56.40781628,6.15,0.920
60904,187.22793616,25.91285158,5.29,-0.056
60941,187.36267581,24.10892524,5.47,0.445
60957,187.43016297,20.89610891,5.68,0.093
60965,187.46606420,-16.51543255,2.94,-0.012
60969,187.47583446,-56.52494028,5.78,1.572
60978,187.48885262,58.40574231,5.37,0.205
60979,187.49119643,-41.73590066,6.00,1.515
60988,187.51178690,51.53563141,6.21,0.536
60992,187.51774691,58.76777347,6.07,0.988
60994,187.51989473,-13.39318402,6.37,0.591
60998,187.52773994,69.20112359,5.01,1.621
61015,187.57269048,-23.69641863,5.63,1.670
61053,187.70890064,53.07660813,6.20,0.568
61071,187.75233513,24.56716768,5.47,0.056
61084,187.79149709,-57.11321169,1.59,1.600
61103,187.83923240,7.60430903,6.05,1.523
61134,187.91134354,-5.05259195,6.19,1.041
61136,187.91804071,-59.42392246,5.49,0.622
61158,187.98381286,-63.50583787,5.96,0.263
61172,188.01828409,-32.53376080,6.46,0.172
61174,188.01761238,-16.19600753,4.30,0.388
61181,188.04156822,-73.00105593,5.88,1.078
61199,188.11672818,-72.13298844,3.84,-0.157
61208,188.13669395,-21.21211564,6.41,1.110
61212,188.14999363,-13.85910505,5.74,0.376
61246,188.26199591,10.29567116,6.29,0.953
61270,188.34270600,-19.79254872,6.26,0.304
61281,188.37060139,69.78823768,3.85,-0.116
61295,188.39258313,24.28298410,6.28,0.114
61296,188.39274515,-12.83020280,5.58,0.861
61309,188.41216417,33.24758364,5.42,1.011
61317,188.43560252,41.35747975,4.24,0.588
61318,188.44478604,-9.45207741,5.48,-0.035
61320,188.44755865,33.38466847,6.24,1.051
61328,188.49628037,-49.90981019,6.38,0.428
61359,188.59681092,-23.39675917,2.65,0.893
61379,188.67664301,-44.67301780,5.76,0.683
61384,188.68338897,70.02176987,4.95,1.312
61394,188.71283963,22.62925895,4.80,0.012
61404,188.72685546,-67.75689436,6.11,1.514
61418,188.78233209,18.37705781,5.03,1.152
61420,188.78403184,21.88138390,5.86,1.242
61443,188.87271235,-61.84157600,6.22,0.731
61468,188.93971510,-41.02194474,5.12,0.224
61496,188.99497368,-20.52747639,6.20,0.340
61498,189.00429823,-39.86950517,5.78,0.003
61557,189.19417775,-50.33539437,6.40,0.026
61558,189.19731092,-5.83189840,5.88,0.072
61571,189.24305134,17.08953595,5.70,1.436
61585,189.29590999,-69.13556382,2.69,-0.176
61621,189.42616117,-27.13888769,5.41,0.334
61622,189.42568082,-48.54130384,3.85,0.049
61637,189.51840103,3.28244412,6.33,0.000
61658,189.59335693,1.85466210,5.68,1.592
61688,189.68588064,-18.25010005,6.00,0.310
61692,189.69282247,40.87466237,6.35,0.204
61703,189.71816333,-67.19304844,6.22,0.007
61719,189.75908775,22.65949663,6.39,1.096
61720,189.76441026,-30.42238710,5.86,1.207
61724,189.78045524,21.06255941,5.49,0.978
61738,189.81072508,-75.37059392,6.46,0.098
61740,189.81152882,-7.99556433,4.66,1.240
61748,189.82025335,35.95195900,6.39,0.095
61789,189.96887275,-39.98730250,4.63,-0.082
